Id,Objeto,Calle,Altura,Direc_norm,Telefono,Barrio,Comuna,Longitud,Latitud
966,FARMACIA,AV CABILDO,1566,CABILDO AV. 1566,45111245,COLEGIALES,13,-58.452029067244837,-34.566508018488676
967,FARMACIA,AV CORDOBA,876,CORDOBA AV. 876,43226856 43226843,SAN NICOLAS,1,-58.37925452503638,-34.599135315731459
968,FARMACIA,AV LAS HERAS,2699,LAS HERAS GENERAL AV. 2699,48025563,RECOLETA,2,-58.400320164386201,-34.584402364481768
969,FARMACIA,AV CORRIENTES,3247,CORRIENTES AV. 3247,48664683,BALVANERA,3,-58.410699291038945,-34.603822985203905
970,FARMACIA,MONTEVIDEO,1183,MONTEVIDEO 1183,48164290,RECOLETA,2,-58.389822996893535,-34.595041795235147
971,FARMACIA,AV GAONA,2197,GAONA AV. 2197,45868770,CABALLITO,6,-58.457411360269397,-34.612869807321204
972,FARMACIA,AV PUEYRREDON,1184,PUEYRREDON AV. 1184,49643415,RECOLETA,2,-58.403347962575161,-34.596696087151933
975,FARMACIA,AV RIVADAVIA,2215,RIVADAVIA AV. 2215,,BALVANERA,3,-58.397963350384998,-34.609421459482661
976,FARMACIA,MONTES DE OCA,898,"MONTES DE OCA, MANUEL 898",,BARRACAS,4,-58.374400791117722,-34.638555728125262
977,FARMACIA,AV CORDOBA,1467,CORDOBA AV. 1467,,RECOLETA,2,-58.387631986488017,-34.59915116693054
978,FARMACIA,AV OLLEROS,1802,OLLEROS AV. 1802,,PALERMO,14,-58.438294129530291,-34.565455070409648
979,FARMACIA,AV LUIS MARIA CAMPOS,1501,"CAMPOS, LUIS M. AV. 1501",,BELGRANO,13,-58.443596192872917,-34.56263360582588
980,FARMACIA,AV CABILDO,868,CABILDO AV. 868,,COLEGIALES,13,-58.445540148142413,-34.569840394344993
981,FARMACIA,AV CABILDO,1840,CABILDO AV. 1840,,BELGRANO,13,-58.454748185425103,-34.564604839845344
982,FARMACIA,AV RIVADAVIA,4451,RIVADAVIA AV. 4451,,ALMAGRO,5,-58.428473329266147,-34.614556642378268
983,FARMACIA,AV RIVADAVIA,3823,RIVADAVIA AV. 3823,,ALMAGRO,5,-58.420096007559266,-34.611031156701706
984,FARMACIA,AV CORRIENTES,3920,CORRIENTES AV. 3920,,ALMAGRO,5,-58.419975498827895,-34.603454279401454
985,FARMACIA,AV RIVADAVIA,7269,RIVADAVIA AV. 7269,,FLORES,7,-58.468012477224789,-34.63010283721767
986,FARMACIA,AV RIVADAVIA,11.420,RIVADAVIA AV. 11420,,LINIERS,9,-58.525516404101062,-34.63927213216482
987,FARMACIA,AV PUEYRREDON,539,PUEYRREDON AV. 539,,BALVANERA,3,-58.40512020875471,-34.6040967612008
988,FARMACIA,AV CABILDO,2340,CABILDO AV. 2340,,BELGRANO,13,-58.458787562758239,-34.559894089188312
989,FARMACIA,AV TRIUNVIRATO,4636,TRIUNVIRATO AV. 4636,,VILLA URQUIZA,12,-58.486039238027111,-34.574782861834343
990,FARMACIA,AV WARNES,2707,WARNES AV. 2707,,PATERNAL,15,-58.474447021536861,-34.596597733147064
991,FARMACIA,AV RIVADAVIA,6390,RIVADAVIA AV. 6390,,FLORES,7,-58.456314465419617,-34.626738549405509
992,FARMACIA,AV RIVADAVIA,5375,RIVADAVIA AV. 5375,,CABALLITO,6,-58.441066491524097,-34.620152916409864
993,FARMACIA,AV CORRIENTES,5288,CORRIENTES AV. 5288,,VILLA CRESPO,15,-58.43965177875333,-34.599340418186898
994,FARMACIA,AV RIVADAVIA,6884,RIVADAVIA AV. 6884,,FLORES,7,-58.46229958144491,-34.628934361436471
995,FARMACIA,LAVALLE,919,LAVALLE 919,,SAN NICOLAS,1,-58.379851086291822,-34.602287755018487
996,FARMACIA,AV LEANDRO N ALEM,702,"ALEM, LEANDRO N. AV. 702",,SAN NICOLAS,1,-58.371117655872737,-34.599396945317608
997,FARMACIA,LIBERTAD,1279,LIBERTAD 1279,,RETIRO,1,-58.384226528571588,-34.593221701296507
998,FARMACIA,SARMIENTO,481,SARMIENTO 481,,SAN NICOLAS,1,-58.373522937547364,-34.604264251158966
999,FARMACIA,AV RIVADAVIA,3102,RIVADAVIA AV. 3102,,BALVANERA,3,-58.410483615792707,-34.610622427250583
1000,FARMACIA,GASCON,632,GASCON 632,,ALMAGRO,5,-58.424501982987856,-34.604069659067349
1001,FARMACIA,AV FEDERICO LACROZE,3801,"LACROZE, FEDERICO AV. 3801",,CHACARITA,15,-58.453059733897128,-34.583411910457279
1002,FARMACIA,AV GAONA,3004,GAONA AV. 3004,45832998,FLORES,7,-58.468032962293286,-34.617493044509921
1003,FARMACIA,FLORIDA,474,FLORIDA 474,,SAN NICOLAS,1,-58.375467842826261,-34.602508265021157
1004,FARMACIA,AV CORRIENTES,1820,CORRIENTES AV. 1820,,BALVANERA,3,-58.392695801038194,-34.604616082090054
1005,FARMACIA,CUENCA,2901,CUENCA 2901,,VILLA DEL PARQUE,11,-58.494026805280967,-34.602722429551072
1006,FARMACIA,AV JUAN B. ALBERDI,5801,"ALBERDI, JUAN BAUTISTA AV. 5801",48213000,MATADEROS,9,-58.502513831312655,-34.651319144878407
1007,FARMACIA,DEFENSA,1200,DEFENSA 1200,,SAN TELMO,1,-58.371189679705552,-34.621672846251165
1008,FARMACIA,ALICIA MOREAU DE JUSTO,350,"MOREAU DE JUSTO, ALICIA AV. 350",,PUERTO MADERO,1,-58.367040207556379,-34.602641632831961
1009,FARMACIA,AV CASEROS,3600,CASEROS AV. 3600,,NUEVA POMPEYA,4,-58.415924030712432,-34.639078621522664
1010,FARMACIA,FLORIDA,118,FLORIDA 118,,SAN NICOLAS,1,-58.37527144243186,-34.606666052557657
1011,FARMACIA,AV ENTRE RIOS,196,ENTRE RIOS AV. 196,,MONSERRAT,1,-58.391591609559448,-34.61134385588916
1012,FARMACIA,SARMIENTO,1490,SARMIENTO 1490,,SAN NICOLAS,1,-58.387723477887818,-34.605485568775961
1013,FARMACIA,AV BELGRANO,1200,BELGRANO AV. 1200,,MONSERRAT,1,-58.383079045779382,-34.61340035862753
1014,FARMACIA,AV NAZCA,1982,NAZCA AV. 1982,,VILLA SANTA RITA,11,-58.481475049034806,-34.611670687309569
1015,FARMACIA,FLORIDA,52,FLORIDA 52,,SAN NICOLAS,1,-58.375166153624328,-34.60733916824924
1016,FARMACIA,MAURE,1615,MAURE 1615,45114681,PALERMO,14,-58.435532826061582,-34.565918898752798
1017,FARMACIA,AV CORRIENTES,480,CORRIENTES AV. 480,,SAN NICOLAS,1,-58.373607265201606,-34.603392515523872
1018,FARMACIA,DIAGONAL ROQUE SAENZ PEÑA,910,"SAENZ PEÑA, ROQUE, PRES. AV. 910",,SAN NICOLAS,1,-58.379628306197873,-34.605025845824422
1019,FARMACIA,AV LIBERTADOR,6636,DEL LIBERTADOR AV. 6636,,BELGRANO,13,-58.45272860931891,-34.551144491303219
1020,FARMACIA,AV CORDOBA,685,CORDOBA AV. 685,,RETIRO,1,-58.376527080980054,-34.598607192028254
1021,FARMACIA,PERU,75,PERU 75,,MONSERRAT,1,-58.375083117493311,-34.608842550718499
1022,FARMACIA,AV CORRIENTES,1236,CORRIENTES AV. 1236,,SAN NICOLAS,1,-58.384202121609228,-34.604037760229701
1023,FARMACIA,AV CORRIENTES,5801,CORRIENTES AV. 5801,,VILLA CRESPO,15,-58.444274825605049,-34.594522975941551
1024,FARMACIA,AV CABILDO,1274,CABILDO AV. 1274,,COLEGIALES,13,-58.448840932185945,-34.568194815493825
1025,FARMACIA,AV ALVAREZ THOMAS,284,ALVAREZ THOMAS AV. 284,,CHACARITA,15,-58.448270461649813,-34.581698578000697
1026,FARMACIA,AV RIVADAVIA,8503,RIVADAVIA AV. 8503,,VELEZ SARSFIELD,10,-58.483177486148996,-34.633945440887501
1027,FARMACIA,AV FEDERICO LACROZE,3289,"LACROZE, FEDERICO AV. 3289",,COLEGIALES,13,-58.450097851972302,-34.578711507517639
1028,FARMACIA,AV ASAMBLEA,826,ASAMBLEA AV. 826,,PARQUE CHACABUCO,7,-58.436046341702912,-34.634874008649618
1029,FARMACIA,AV SAN JUAN,2701,SAN JUAN AV. 2701,,SAN CRISTOBAL,3,-58.402515807398885,-34.623637676993113
1030,FARMACIA,AV CORDOBA,3381,CORDOBA AV. 3381,,RECOLETA,2,-58.414241661596193,-34.597731076040454
1031,FARMACIA,AV GAONA,1101,GAONA AV. 1101,,VILLA CRESPO,15,-58.445986820091683,-34.6073096955312
1032,FARMACIA,AV CORDOBA,3949,CORDOBA AV. 3949,,PALERMO,14,-58.422552384097948,-34.597538440496884
1033,FARMACIA,AV BEIRO FRANCISCO,5280,"BEIRO, FRANCISCO AV. 5280",,VILLA DEVOTO,11,-58.524543680299871,-34.613847155638275
1034,FARMACIA,AV JUAN B. ALBERDI,7399,"ALBERDI, JUAN BAUTISTA AV. 7399",,MATADEROS,9,-58.516718040068561,-34.661352143262057
1035,FARMACIA,AV LA PLATA,365,LA PLATA AV. 365,,CABALLITO,6,-58.42861561951598,-34.619053047476925
1036,FARMACIA,MOLDES,1599,MOLDES 1599,,COLEGIALES,13,-58.455393545799545,-34.568029614526772
1037,FARMACIA,AV PEDRO GOYENA,701,"GOYENA, PEDRO AV. 701",,CABALLITO,6,-58.437849770892868,-34.625925578752017
1038,FARMACIA,AV CHORROARIN,1482,CHORROARIN AV. 1482,,VILLA ORTUZAR,15,-58.469719818253289,-34.578972306497697
1039,FARMACIA,AV BEIRO FRANCISCO,3562,"BEIRO, FRANCISCO AV. 3562",,VILLA DEL PARQUE,11,-58.502968242618948,-34.60062991420029
1040,FARMACIA,AV CORDOBA,1861,CORDOBA AV. 1861,,RECOLETA,2,-58.393824702452335,-34.599479272241943
1041,FARMACIA,AV CORRIENTES,3220,CORRIENTES AV. 3220,,BALVANERA,3,-58.410615664172305,-34.604213337148074
1042,FARMACIA,AV CABILDO,3424,CABILDO AV. 3424,,NUÑEZ,13,-58.466417824257263,-34.551511039783648
1043,FARMACIA,AV INDEPENDENCIA,2700,INDEPENDENCIA AV. 2700,,SAN CRISTOBAL,3,-58.403287199419253,-34.619006575193609
1044,FARMACIA,AV CABILDO,2967,CABILDO AV. 2967,,NUÑEZ,13,-58.462979103282649,-34.554685748589627
1045,FARMACIA,AV RIVADAVIA,8784,RIVADAVIA AV. 8784,,VELEZ SARSFIELD,10,-58.487206691154107,-34.635316844947127
1046,FARMACIA,AV CABILDO,4633,CABILDO AV. 4633,,NUÑEZ,13,-58.473273019211163,-34.541875985549652
1047,FARMACIA,AV CORDOBA,4601,CORDOBA AV. 4601,,PALERMO,14,-58.430068924476871,-34.594080900054976
1048,FARMACIA,AV BEIRO FRANCISCO,4366,"BEIRO, FRANCISCO AV. 4366",,VILLA DEVOTO,11,-58.512224735549495,-34.606338232996897
1049,FARMACIA,AV CABILDO,4001,CABILDO AV. 4001,,NUÑEZ,13,-58.469801640912181,-34.546524999305646
1050,FARMACIA,AV ELCANO,3102,ELCANO AV. 3102,,COLEGIALES,13,-58.458697147372597,-34.572266401011028
1051,FARMACIA,AV CALLAO,27,CALLAO AV. 27,,SAN NICOLAS,1,-58.391779474640501,-34.608672399742368
1052,FARMACIA,AV LA PLATA,2401,LA PLATA AV. 2401,,NUEVA POMPEYA,4,-58.42280389258746,-34.643183795547706
1053,FARMACIA,AV CORRIENTES,4647,CORRIENTES AV. 4647,,ALMAGRO,5,-58.430980458802146,-34.601991977470668
1054,FARMACIA,AV TRIUNVIRATO,4451,TRIUNVIRATO AV. 4451,,VILLA URQUIZA,12,-58.483331702849128,-34.575996911222283
1055,FARMACIA,AV CORDOBA,2600,CORDOBA AV. 2600,,BALVANERA,3,-58.40362296113377,-34.598702843948232
1056,FARMACIA,AV LIBERTADOR,6068,DEL LIBERTADOR AV. 6068,,BELGRANO,13,-58.448482546740372,-34.556097191570743
1057,FARMACIA,AV TRIUNVIRATO,3752,TRIUNVIRATO AV. 3752,,PARQUE CHAS,15,-58.474591812288246,-34.581251959911462
1058,FARMACIA,JURAMENTO,1941,JURAMENTO AV. 1941,,BELGRANO,13,-58.45255568585852,-34.559400848773805
1059,FARMACIA,TALCAHUANO,1036,TALCAHUANO 1036,,RETIRO,1,-58.38590606480799,-34.596561080012108
1060,FARMACIA,AV BELGRANO,602,BELGRANO AV. 602,,MONSERRAT,1,-58.374918048912697,-34.612846862114814
1062,FARMACIA,AV CABILDO,2151,CABILDO AV. 2151,,BELGRANO,13,-58.456932037054884,-34.561447722181391
1063,FARMACIA,AV SANTA FE,802,SANTA FE AV. 802,,RETIRO,1,-58.378642329226871,-34.595289656662054
1064,FARMACIA,F GARCIA LORCA,399,"GARCIA LORCA, FEDERICO 399",,CABALLITO,6,-58.445356989501398,-34.617438761352581
1066,FARMACIA,JUANA MANSO,1189,MANSO JUANA 1189,,PUERTO MADERO,1,-58.362779447969643,-34.611500449747432
1067,FARMACIA,AV SAN MARTIN,1854,SAN MARTIN AV. 1854,,CABALLITO,6,-58.45508815404763,-34.605558257111376
1068,FARMACIA,AV DIRECTORIO,2900,DIRECTORIO AV. 2900,,FLORES,7,-58.46724158888027,-34.635628415624808
1069,FARMACIA,AV GRAL. MOSCONI,2502,MOSCONI GENERAL AV. 2502,,VILLA PUEYRREDON,12,-58.497648260166144,-34.583694635865243
1070,FARMACIA,CUENCA,3149,CUENCA 3149,,VILLA DEL PARQUE,11,-58.495448086242348,-34.600824995445116
1071,FARMACIA,AV CRAMER,2301,CRAMER AV. 2301,,BELGRANO,13,-58.462830222654524,-34.562680432513929
1072,FARMACIA,AV BOEDO,953,BOEDO AV. 953,,BOEDO,5,-58.416360238304982,-34.624878713597248
1073,FARMACIA,JUANA MANSO,475,MANSO JUANA 475,,PUERTO MADERO,1,-58.363791458306324,-34.602899105067365
1074,FARMACIA,AV GAONA,2400,GAONA AV. 2400,,FLORES,7,-58.460484737324272,-34.614483115234776
1076,FARMACIA,MONTES DE OCA,894,"MONTES DE OCA, MANUEL 894",,BARRACAS,4,-58.374413881641964,-34.638518252248545
1077,FARMACIA,ARENALES,917,ARENALES 917,43931145,RETIRO,1,-58.380185276509344,-34.593944218202729
1078,FARMACIA,AV JUAN B. ALBERDI,1700,"ALBERDI, JUAN BAUTISTA AV. 1700",,CABALLITO,6,-58.452689150738202,-34.628016813025866
1079,FARMACIA,AV EVA PERON,2590,"PERON, EVA AV. 2590",46310728 46340424,FLORES,7,-58.456423420814566,-34.641059208416578
1080,FARMACIA,SERRANO,1044,SERRANO 1044,48991111,VILLA CRESPO,15,-58.436358150933657,-34.592420108338409
1081,FARMACIA,PARAGUAY,2902,PARAGUAY 2902,49636966 49614500,RECOLETA,2,-58.408715633571582,-34.59619913332277
1082,FARMACIA,GASCON,667,GASCON 667,48622968/20,ALMAGRO,5,-58.42396603781458,-34.603434328391508
1083,FARMACIA,MANSILLA,2801,"MANSILLA, LUCIO NORBERTO, GENERAL 2801",48217829/6560,RECOLETA,2,-58.40677427333128,-34.595243114746921
1084,FARMACIA,BULNES,2001,BULNES 2001,48212014,PALERMO,14,-58.411324163086363,-34.587948152044206
1085,FARMACIA,MARIANO ACOSTA,1449,"ACOSTA, MARIANO 1449",46374784,PARQUE AVELLANEDA,9,-58.466473930705476,-34.646722009588956
1087,FARMACIA,MALABIA,487,MALABIA 487,48575505,VILLA CRESPO,15,-58.438540878250144,-34.598440128535501
1088,FARMACIA,TEODORO GARCIA,2377,"GARCIA, TEODORO 2377",47856161,PALERMO,14,-58.445522720440273,-34.569057360322098
1089,FARMACIA,VIRREY AVILES,3371,"AVILES, VIRREY 3371",45511953,COLEGIALES,13,-58.460158696724143,-34.575094908354508
1090,FARMACIA,AV CABILDO,2540,CABILDO AV. 2540,47845851,BELGRANO,13,-58.460471525917598,-34.558005610125214
1091,FARMACIA,AV CORRIENTES,6042,CORRIENTES AV. 6042,48567330,VILLA CRESPO,15,-58.446334597719122,-34.593142911925696
1092,FARMACIA,AV AVELLANEDA,3724,AVELLANEDA AV. 3724,46744303,FLORESTA,10,-58.481171352506216,-34.629061840383308
1094,FARMACIA,AV RIVADAVIA,4634,RIVADAVIA AV. 4634,49011031,CABALLITO,6,-58.43068833669745,-34.615944420321327
1097,FARMACIA,AV LAS HERAS,3299,LAS HERAS GENERAL AV. 3299,48029669,PALERMO,14,-58.406956010185667,-34.582994074707145
1098,FARMACIA,JURAMENTO,1687,JURAMENTO 1687,47841781,BELGRANO,13,-58.449927000841491,-34.557816110496482
1099,FARMACIA,GODOY CRUZ,2958,GODOY CRUZ 2958,47712366,PALERMO,14,-58.423150130863533,-34.576124480635663
1100,FARMACIA,AV CORDOBA,3199,CORDOBA AV. 3199,49614917 49625949,RECOLETA,2,-58.411732429747524,-34.59783324199099
1101,FARMACIA,SANTOS DUMONT,3448,"DUMONT, SANTOS 3448",45550082,CHACARITA,15,-58.447187793908562,-34.582758235169081
1102,FARMACIA,LA PAMPA,3400,LA PAMPA 3400,45523271,BELGRANO,13,-58.463914152767572,-34.570728391504204
1103,FARMACIA,BACACAY,2357,BACACAY 2357,46128524,FLORES,7,-58.463218378944255,-34.626130135872813
1104,FARMACIA,YERBAL,2899,YERBAL 2899,48623810,FLORES,7,-58.470066357765745,-34.629237356599738
1105,FARMACIA,AV JOSE MARIA MORENO,99,"MORENO, JOSE MARIA AV. 99",49015016,CABALLITO,6,-58.436180343282381,-34.619284779327437
1106,FARMACIA,AV RIVADAVIA,6854,RIVADAVIA AV. 6854,46136766,FLORES,7,-58.46201119962285,-34.628845766748988
1107,FARMACIA,AV RIVADAVIA,5014,RIVADAVIA AV. 5014,49010970,CABALLITO,6,-58.436732289906558,-34.618645946449433
1108,FARMACIA,AV SANTA FE,1295,SANTA FE AV. 1295,48169514,RETIRO,1,-58.385519815732479,-34.595499879015556
1109,FARMACIA,AV DEL LIBERTADOR,8324,DEL LIBERTADOR AV. 8324,47013401,NUÑEZ,13,-58.465143386560975,-34.538959515425994
1110,FARMACIA,VIAMONTE,575,VIAMONTE 575,55555139/5137,SAN NICOLAS,1,-58.374705401992138,-34.599656986854946
1111,FARMACIA,ARENALES,1302,ARENALES 1302,48112883 48129078,RETIRO,1,-58.386009669173959,-34.594722099724237
1112,FARMACIA,AV SANTA FE,2249,SANTA FE AV. 2249,48211164,RECOLETA,2,-58.39905937397733,-34.595097635452497
1113,FARMACIA,AV CALLAO,200,CALLAO AV. 200,43729339 43728885,BALVANERA,3,-58.392306822371573,-34.606989448615543
1114,FARMACIA,AV CALLAO,1621,CALLAO AV. 1621,48111999 48159824,RECOLETA,2,-58.39059258534958,-34.590814316887275
1115,FARMACIA,AV CABILDO,810,CABILDO AV. 810,47720321 47787475,COLEGIALES,13,-58.445198668085091,-34.570014051182184
1116,FARMACIA,AV RIVADAVIA,6799,RIVADAVIA AV. 6799,46329006,FLORES,7,-58.461181866414165,-34.628220162523426
1117,FARMACIA,AV RIVADAVIA,7209,RIVADAVIA AV. 7209,46115817 46138250/20,FLORES,7,-58.467206149791068,-34.629891787010543
1118,FARMACIA,AV DEL LIBERTADOR,8140,DEL LIBERTADOR AV. 8140,47013401 470140652/0,NUÑEZ,13,-58.464277637977887,-34.540397172437288
1119,FARMACIA,AV PUEYRREDON,1598,PUEYRREDON AV. 1598,48211116 48240303,RECOLETA,2,-58.401725759037298,-34.592565146684912
1120,FARMACIA,AV DEL LIBERTADOR,7446,DEL LIBERTADOR AV. 7446,47021588 47026017/20,NUÑEZ,13,-58.459519453791643,-34.545195612479553
1121,FARMACIA,AV SANTA FE,2936,SANTA FE AV. 2936,48211856 48210773,RECOLETA,2,-58.407651278060683,-34.591439245579444
1122,FARMACIA,AV CORRIENTES,1999,CORRIENTES AV. 1999,49517046,BALVANERA,3,-58.39516641727198,-34.604328746249514
1123,FARMACIA,AV CABILDO,2517,CABILDO AV. 2517,47843599,BELGRANO,13,-58.45990149887681,-34.55799746371207
1124,FARMACIA,JURAMENTO,1799,JURAMENTO AV. 1799,45111421,BELGRANO,13,-58.451124936564852,-34.558574159413553
1125,FARMACIA,AV SAN JUAN,1302,SAN JUAN AV. 1302,43059701,CONSTITUCION,1,-58.38451558904422,-34.622495642463058
1126,FARMACIA,AV FEDERICO LACROZE,4181,"LACROZE, FEDERICO AV. 4181",45545600,CHACARITA,15,-58.455281872751513,-34.586666356939837
1127,FARMACIA,NUEVA YORK,4897,NUEVA YORK 4897,45049430,VILLA DEVOTO,11,-58.522381663697551,-34.606575829246786
1128,FARMACIA,AV CORRIENTES,1145,CORRIENTES AV. 1145,43848687 43829501,SAN NICOLAS,1,-58.382901686488609,-34.603599964230305
1129,FARMACIA,CHACABUCO,119,CHACABUCO 119,52353223,MONSERRAT,1,-58.376536650159913,-34.609542219107553
1130,FARMACIA,HIPOLITO YRIGOYEN,1632,"YRIGOYEN, HIPOLITO AV. 1632",43828417,MONSERRAT,1,-58.38946543626848,-34.610290289999476
1131,FARMACIA,AV RIVADAVIA,8777,RIVADAVIA AV. 8777,46741935 46725979,VELEZ SARSFIELD,10,-58.487476675101618,-34.634986132201945
1132,FARMACIA,AV NAZCA,2168,NAZCA AV. 2168,45860928,VILLA SANTA RITA,11,-58.482973520346775,-34.609795130263286
1133,FARMACIA,AV OLIVERA,139,OLIVERA AV. 139,46725860,VELEZ SARSFIELD,10,-58.487351724180286,-34.637037157166674
1134,FARMACIA,AV GAONA,3501,GAONA AV. 3501,46375150 46110233,VILLA SANTA RITA,11,-58.474458259568472,-34.620441526249635
1135,FARMACIA,AV CABILDO,1631,CABILDO AV. 1631,27835210,BELGRANO,13,-58.452565552287993,-34.565717148132414
1136,FARMACIA,ECHEVERRIA,3187,ECHEVERRIA 3187,45473500,BELGRANO,13,-58.463339317177166,-34.567236667418577
1138,FARMACIA,CUENCA,3005,CUENCA 3005,45052242/2252,VILLA DEL PARQUE,11,-58.494604047829839,-34.602027576020078
1139,FARMACIA,LIBERTAD,804,LIBERTAD 804,,RETIRO,1,-58.384182966131505,-34.598997133899474
1140,FARMACIA,AV CORONEL DIAZ,2427,"DIAZ, CNEL. AV. 2427",48050988/0522,RECOLETA,2,-58.406700352948199,-34.584600459327689
1141,FARMACIA,HUMBERTO PRIMO,434,HUMBERTO 1° 434,43618894,SAN TELMO,1,-58.371979636952091,-34.620866125130874
1142,FARMACIA,AV CASEROS,2980,CASEROS AV. 2980,49122893,PARQUE PATRICIOS,4,-58.404748310529691,-34.637111322238184
1143,FARMACIA,DEAN FUNES,1744,DEAN FUNES 1744,49411078,PARQUE PATRICIOS,4,-58.40467126778632,-34.630868999937348
1144,FARMACIA,AV DE LOS CONSTITUYENTES,5502,DE LOS CONSTITUYENTES AV. 5502,45720988,VILLA PUEYRREDON,12,-58.500949497966403,-34.575311727180583
1145,FARMACIA,AV OLAZABAL,5362,OLAZABAL AV. 5362,45241300,VILLA URQUIZA,12,-58.488745310911582,-34.578357616902423
1147,FARMACIA,JOSE CABRERA,3291,"CABRERA, JOSE A. 3291",49636961,RECOLETA,2,-58.412731426673297,-34.596745778969137
1148,FARMACIA,CERRITO,1044,CERRITO 1044,48164104,RETIRO,1,-58.382907897833071,-34.596280161505945
1149,FARMACIA,AV LEANDRO N. ALEM,348,"ALEM, LEANDRO N. AV. 348",43118000,SAN NICOLAS,1,-58.370582776805982,-34.603541021416603
1150,FARMACIA,AV CORRIENTES,5736,CORRIENTES AV. 5736,48548811,VILLA CRESPO,15,-58.443972321061764,-34.595339573026308
1151,FARMACIA,AV CONGRESO,2520,CONGRESO AV. 2520,47888370,BELGRANO,13,-58.463531171281595,-34.556190227611921
1152,FARMACIA,PICHINCHA,211,PICHINCHA 211,49543517,BALVANERA,3,-58.399140328723419,-34.61221060018476
1153,FARMACIA,LA PAMPA,3915,LA PAMPA 3915,45557454,VILLA URQUIZA,12,-58.469574530529442,-34.573541258097677
1154,FARMACIA,AV CORDOBA,2501,CORDOBA AV. 2501,49635533,RECOLETA,2,-58.40258827394495,-34.598861928295122
1155,FARMACIA,AV BEIRO FRANCISCO,3551,"BEIRO, FRANCISCO AV. 3551",45027955,VILLA DEVOTO,11,-58.50290112469812,-34.600134622313732
1156,FARMACIA,AV JUJUY,1731,JUJUY AV. 1731,,PARQUE PATRICIOS,4,-58.400995077117152,-34.63051849941931
1157,FARMACIA,AV JUAN B. ALBERDI,5889,"ALBERDI, JUAN BAUTISTA AV. 5889",46356166 46432195 46425949,MATADEROS,9,-58.503053450934942,-34.651875841776885
1158,FARMACIA,TRAFUL,3870,TRAFUL 3870,49112801,NUEVA POMPEYA,4,-58.415288240296221,-34.652185924815996
1160,FARMACIA,AV CRAMER,3015,CRAMER AV. 3015,45445265,NUÑEZ,13,-58.468092984443203,-34.556569527808264
1161,FARMACIA,AV EVA PERON,5862,"PERON, EVA AV. 5862",46820519,VILLA LUGANO,8,-58.487923242472085,-34.663254740350354
1162,FARMACIA,CARLOS PELLEGRINI,423,"PELLEGRINI, CARLOS 423",43222888,SAN NICOLAS,1,-58.38077179911209,-34.603384000448322
1163,FARMACIA,CARLOS PELLEGRINI,559,"PELLEGRINI, CARLOS 559",,SAN NICOLAS,1,-58.380882936867124,-34.601631269110953
1164,FARMACIA,TUCUMAN,918,TUCUMAN 918,54114328/6544,SAN NICOLAS,1,-58.379945104300994,-34.601414530260683
1165,FARMACIA,LAVALLE,646,LAVALLE 646,54114393/7200,SAN NICOLAS,1,-58.375836403162744,-34.602436066416502
1166,FARMACIA,AV CORRIENTES,901,CORRIENTES AV. 901,43221001,SAN NICOLAS,1,-58.379613416670047,-34.603402982173264
1167,FARMACIA,HIPOLITO YRIGOYEN,1280,"YRIGOYEN, HIPOLITO 1280",43829501,MONSERRAT,1,-58.384592250120257,-34.610012461357883
1168,FARMACIA,ESMERALDA,599,ESMERALDA 599,43223700,SAN NICOLAS,1,-58.378064752962999,-34.601348625105132
1170,FARMACIA,AV GRAL PAZ,4998,"PAZ, GRAL. AV. 4998",45734919,VILLA URQUIZA,12,-58.508890046313084,-34.569945843578459
1171,FARMACIA,PARANA,185,PARANA 185,43749099 43714216,SAN NICOLAS,1,-58.387607767416164,-34.606772257159008
1172,FARMACIA,PTE. JOSÉ EVARISTO URIBURU,1223,"URIBURU JOSE E., Pres. 1223",47119518,RECOLETA,2,-58.397692810366479,-34.593959819710037
1173,FARMACIA,JUNCAL,2116,JUNCAL 2116,48231400,RECOLETA,2,-58.397171041154685,-34.593072013367113
1174,FARMACIA,TUCUMAN,701,TUCUMAN 701,43936425,SAN NICOLAS,1,-58.376877292748276,-34.600992497536254
1176,FARMACIA,CARLOS CALVO,3601,"CALVO, CARLOS 3601",49313268 49300018 49300019,BOEDO,5,-58.416477655733146,-34.624019178084247
1177,FARMACIA,AV CABILDO,1201,CABILDO AV. 1201,47870207,PALERMO,14,-58.448087000683408,-34.568070823582119
1178,FARMACIA,CARHUE,99,CARHUE 99,46411399,LINIERS,9,-58.525190342054685,-34.640018869763146
1179,FARMACIA,AV RIVADAVIA,8302,RIVADAVIA AV. 8302,46722150,FLORESTA,10,-58.480408379225977,-34.633687291466508
1182,FARMACIA,NEUQUEN,601,NEUQUEN 601,49014446,CABALLITO,6,-58.439293259475839,-34.61583232089157
1183,FARMACIA,AV GAONA,3601,GAONA AV. 3601,45863912,VILLA SANTA RITA,11,-58.475713487464603,-34.621114707729696
1184,FARMACIA,AV REGIMIENTO DE PATRICIOS,935,REGIMIENTO DE PATRICIOS AV. 935,43011662 4301345020,BARRACAS,4,-58.369731466633986,-34.638456383125273
1186,FARMACIA,VENEZUELA,4455,REPUBLICA BOLIVARIANA DE VENEZUELA 4455,49830271,ALMAGRO,5,-58.427852161631307,-34.618059615935621
1187,FARMACIA,AV LUIS MARIA CAMPOS,581,"CAMPOS, LUIS M. AV. 581",47745010,PALERMO,14,-58.43453784175712,-34.571224283902204
